timestamp,age,gender,purchase_frequency,purchase_categories,personalized_recommendation_frequency,browsing_frequency,product_search_method,search_result_exploration,customer_reviews_importance,add_to_cart_browsing,cart_completion_frequency,cart_abandonment_factors,saveforlater_frequency,review_left,review_reliability,review_helpfulness,personalized_recommendation_frequency_1,recommendation_helpfulness,rating_accuracy,shopping_satisfaction,service_appreciation,improvement_areas,rating_accuracy_num,customer_reviews_importance_num,recommendation_helpfulness_num,shopping_satisfaction_num,saveforlater_frequency_num,cart_completion_frequency_num,timestamp_parsed,ts_year,ts_month,ts_day,ts_hour,ts_weekday,timestamp_topic_0,timestamp_topic_1,timestamp_topic_2,timestamp_topic_3,timestamp_topic_4,timestamp_topic_5,purchase_categories_topic_0,purchase_categories_topic_1,cart_abandonment_factors_topic_0,cart_abandonment_factors_topic_1,cluster_kmeans,cluster_dbscan,cluster_agg,cluster_gmm,cluster_label_used
2023/06/04 1:28:19 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,2,Yes,1,1,Competitive prices,Reducing packaging waste,1.0,1.0,,1.0,3.0,3.0,2023-06-04 13:28:19-05:30,2023,6,4,13,6,0.8323349412347424,0.0334249794407261,0.033432839078364,0.0334752658228407,0.0337661046656705,0.0335658697576562,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/04 2:30:44 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Often,High shipping costs,Rarely,No,Heavily,Yes,2,Sometimes,3,2,Wide product selection,Reducing packaging waste,3.0,1.0,3.0,2.0,2.0,4.0,2023-06-04 14:30:44-05:30,2023,6,4,14,6,0.7898493014313277,0.0418842552748182,0.041838538411568,0.0419125655357887,0.0424430676934416,0.0420722716530555,0.1801228724025039,0.8198771275974961,0.1250428283408851,0.8749571716591149,1,-1,1,1,1
2023/06/04 5:04:56 PM GMT+5:30,24,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,No,4,No,3,3,Competitive prices,Product quality and accuracy,3.0,2.0,,3.0,2.0,3.0,2023-06-04 17:04:56-05:30,2023,6,4,17,6,0.0335545244393661,0.0334245760435606,0.0335413805096339,0.340268741927102,0.5256259206681365,0.0335848564122007,0.7353452585372685,0.2646547414627315,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/04 5:13:00 PM GMT+5:30,24,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,Keyword,First page,5,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,4,Competitive prices,Product quality and accuracy,3.0,5.0,3.0,4.0,3.0,3.0,2023-06-04 17:13:00-05:30,2023,6,4,17,6,0.8320454619082172,0.0334095873905068,0.033739670029161,0.0334754461346269,0.0337636384388971,0.0335661960985908,0.0868156385412483,0.9131843614587516,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/04 5:28:06 PM GMT+5:30,22,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Filter,Multiple pages,1,Yes,Sometimes,High shipping costs,Rarely,No,Heavily,Yes,4,Yes,2,2,Competitive prices,Product quality and accuracy,2.0,1.0,,2.0,2.0,3.0,2023-06-04 17:28:06-05:30,2023,6,4,17,6,0.7898801808184923,0.041798049131588,0.0418386475980287,0.0419127207612723,0.0424978435598088,0.0420725581308098,0.0868156385412483,0.9131843614587516,0.1250428283408851,0.8749571716591149,1,-1,1,1,1
2023/06/04 6:01:59 PM GMT+5:30,21,Female,Less than once a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,1,Yes,Rarely,Changed my mind or no longer need the item,Never,No,Heavily,Yes,5,No,5,2,Wide product selection,Product quality and accuracy,5.0,1.0,,2.0,1.0,2.0,2023-06-04 18:01:59-05:30,2023,6,4,18,6,0.0334723757777054,0.0334154875445961,0.0334408172112147,0.0335094744818507,0.8326785913261652,0.0334832536584678,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/04 6:31:41 PM GMT+5:30,22,Female,Less than once a month,Clothing and Fashion,No,Rarely,Filter,Multiple pages,1,Yes,Often,High shipping costs,Rarely,No,Heavily,Yes,3,Sometimes,3,3,Wide product selection,Shipping speed and reliability,3.0,1.0,3.0,3.0,2.0,4.0,2023-06-04 18:31:41-05:30,2023,6,4,18,6,0.0334717303613984,0.0334155240718447,0.0339786384142716,0.033443999260261,0.8322082705641832,0.0334818373280407,0.1801228724025039,0.8198771275974961,0.1250428283408851,0.8749571716591149,1,-1,1,1,1
2023/06/04 7:13:12 PM GMT+5:30,21,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Rarely,No,Heavily,Sometimes,3,Sometimes,1,3,Competitive prices,Shipping speed and reliability,1.0,1.0,3.0,3.0,2.0,4.0,2023-06-04 19:13:12-05:30,2023,6,4,19,6,0.0336351104061611,0.0334172139769177,0.5787976802478699,0.0335490199785735,0.2869265767457131,0.0336743986447644,0.0868156385412483,0.9131843614587516,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/04 7:23:21 PM GMT+5:30,20,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Keyword,First page,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Yes,2,Yes,2,2,Wide product selection,Reducing packaging waste,2.0,1.0,,2.0,4.0,3.0,2023-06-04 19:23:21-05:30,2023,6,4,19,6,0.0334986671578128,0.0334242627857151,0.0336237876530051,0.3099452088050077,0.555994459561004,0.0335136140374551,0.0868156385412483,0.9131843614587516,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/04 7:33:12 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Rarely,No,Heavily,Yes,3,Yes,3,4,Wide product selection,Product quality and accuracy,3.0,1.0,,4.0,2.0,2.0,2023-06-04 19:33:12-05:30,2023,6,4,19,6,0.0336342882564559,0.0334204100376686,0.0337627946727806,0.8312254292393031,0.0341194926540604,0.0338375851397313,0.0868156385412483,0.9131843614587516,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/04 7:45:33 PM GMT+5:30,22,Female,Less than once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,Sometimes,3,2,Competitive prices,Shipping speed and reliability,3.0,1.0,3.0,2.0,3.0,3.0,2023-06-04 19:45:33-05:30,2023,6,4,19,6,0.0336340417551892,0.0334203385895917,0.0334470926495645,0.8317046877849459,0.0340997682549829,0.0336940709657256,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/04 7:48:31 PM GMT+5:30,25,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,High shipping costs,Sometimes,Yes,Heavily,Yes,3,Yes,3,1,Wide product selection,Product quality and accuracy,3.0,1.0,,1.0,3.0,3.0,2023-06-04 19:48:31-05:30,2023,6,4,19,6,0.0335616083839082,0.0334157584142639,0.292653141543798,0.0334929307464465,0.033954386877601,0.5729221740339822,0.3414092851526727,0.6585907148473272,0.1250428283408851,0.8749571716591149,1,-1,1,1,1
2023/06/04 8:00:11 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,First page,1,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,Sometimes,2,No,3,2,Competitive prices,Product quality and accuracy,3.0,1.0,,2.0,2.0,3.0,2023-06-04 20:00:11-05:30,2023,6,4,20,6,0.3408820051117661,0.0338055446486058,0.0335416895740481,0.0334574154984113,0.5245719346892997,0.0337414104778686,0.0868156385412483,0.9131843614587516,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/04 8:01:45 PM GMT+5:30,24,Female,Once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,2,Yes,2,2,Wide product selection,Product quality and accuracy,2.0,1.0,,2.0,4.0,4.0,2023-06-04 20:01:45-05:30,2023,6,4,20,6,0.0335111569417144,0.0334252583632449,0.033453558627669,0.4237330575396006,0.4423473830302992,0.0335295854974715,0.6183487466931364,0.3816512533068635,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/04 8:02:28 PM GMT+5:30,21,Female,Less than once a month,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,5,Sometimes,3,1,User-friendly website/app interface,Reducing packaging waste,3.0,1.0,3.0,1.0,5.0,4.0,2023-06-04 20:02:28-05:30,2023,6,4,20,6,0.4022872137701273,0.0334161600704853,0.0334416022850374,0.0334792848651616,0.0337459765706963,0.4636297624384918,0.1273542546663209,0.8726457453336791,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/04 8:20:42 PM GMT+5:30,23,Female,Less than once a month,others,No,Rarely,Filter,First page,1,Maybe,Sometimes,High shipping costs,Sometimes,No,Heavily,Yes,3,Sometimes,3,3,User-friendly website/app interface,Shipping speed and reliability,3.0,1.0,3.0,3.0,3.0,3.0,2023-06-04 20:20:42-05:30,2023,6,4,20,6,0.8318620618735071,0.0335902093976108,0.0335289736986335,0.0335957437371687,0.033820883676437,0.0336021276166429,0.5,0.5,0.1250428283408851,0.8749571716591149,1,-1,0,1,1
2023/06/04 8:39:53 PM GMT+5:30,16,Male,Few times a month,Clothing and Fashion;others,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,3,Sometimes,3,2,Wide product selection,Shipping speed and reliability,3.0,1.0,3.0,2.0,1.0,3.0,2023-06-04 20:39:53-05:30,2023,6,4,20,6,0.033714082982537,0.0335201722766274,0.033504017211145,0.0334563982635233,0.5095877238981934,0.3562176053679737,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/04 8:45:45 PM GMT+5:30,21,Female,Less than once a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Maybe,Sometimes,others,Never,No,Heavily,Yes,2,Yes,2,1,Wide product selection,Shipping speed and reliability,2.0,1.0,,1.0,1.0,3.0,2023-06-04 20:45:45-05:30,2023,6,4,20,6,0.0336340445774111,0.0334203409742302,0.0334470947728753,0.8317046544531556,0.034099790084573,0.0336940751377545,0.1801228724025039,0.8198771275974961,0.5,0.5,1,-1,0,1,1
2023/06/04 8:46:02 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,High shipping costs,Rarely,No,Moderately,Yes,2,Sometimes,3,2,Wide product selection,Customer service responsiveness,3.0,1.0,3.0,2.0,2.0,3.0,2023-06-04 20:46:02-05:30,2023,6,4,20,6,0.0335097087615968,0.0334093293072017,0.0334634460368628,0.0334620863450624,0.0337580076408189,0.8323974219084571,0.4322740400109385,0.5677259599890614,0.1250428283408851,0.8749571716591149,1,-1,0,1,1
2023/06/04 8:48:59 PM GMT+5:30,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Heavily,Yes,4,Sometimes,3,2,Wide product selection,Product quality and accuracy,3.0,1.0,3.0,2.0,2.0,3.0,2023-06-04 20:48:59-05:30,2023,6,4,20,6,0.0334907704902686,0.0334199815724842,0.0334467160984543,0.0334562948594206,0.51035750889272,0.355828728086652,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/04 8:49:49 PM GMT+5:30,64,Male,Once a week,Groceries and Gourmet Food,No,Few times a month,Keyword,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Never,No,Occasionally,Yes,2,Yes,1,2,Competitive prices,Reducing packaging waste,1.0,3.0,,2.0,1.0,4.0,2023-06-04 20:49:49-05:30,2023,6,4,20,6,0.0335651090555862,0.0335060237833554,0.5789606552390442,0.0334954197569917,0.2868687324031349,0.0336040597618874,0.8749670464993454,0.1250329535006545,0.9166431756145148,0.083356824385485,1,-1,1,0,1
2023/06/04 8:52:49 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion,No,Few times a month,others,First page,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,Sometimes,3,2,User-friendly website/app interface,Customer service responsiveness,3.0,1.0,3.0,2.0,3.0,3.0,2023-06-04 20:52:49-05:30,2023,6,4,20,6,0.0335785824003543,0.5621826060989256,0.0340946636211177,0.0335358106053611,0.302993654978735,0.0336146822955062,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/04 8:54:36 PM GMT+5:30,21,Male,Less than once a month,others,No,Few times a week,others,Multiple pages,1,Yes,Never,others,Never,No,Never,Sometimes,3,Sometimes,3,3,.,.,3.0,1.0,3.0,3.0,1.0,1.0,2023-06-04 20:54:36-05:30,2023,6,4,20,6,0.0334716657436882,0.0334743219398328,0.0336378003380616,0.0334439455621943,0.8324905027401827,0.0334817636760401,0.5,0.5,0.5,0.5,0,-1,0,1,0
2023/06/04 9:10:08 PM GMT+5:30,16,Female,Less than once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,Yes,2,2,Wide product selection,Shipping speed and reliability,2.0,2.0,,2.0,4.0,3.0,2023-06-04 21:10:08-05:30,2023,6,4,21,6,0.0335718516922787,0.0335598170368722,0.0334860467896355,0.0336611485994641,0.8322393593827249,0.0334817764990243,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/04 9:10:51 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,Keyword,Multiple pages,1,Maybe,Rarely,others,Rarely,Yes,Heavily,Yes,3,Sometimes,1,1,Competitive prices,Customer service responsiveness,1.0,1.0,3.0,1.0,2.0,2.0,2023-06-04 21:10:51-05:30,2023,6,4,21,6,0.0334960652464905,0.0338560608704519,0.2969354309955433,0.0335396348839861,0.5686610141246141,0.0335117938789139,0.0868156385412483,0.9131843614587516,0.5,0.5,1,-1,1,1,1
2023/06/04 9:18:12 PM GMT+5:30,24,Female,Multiple times a week,Groceries and Gourmet Food,Yes,Few times a week,categories,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,2,No,2,3,User-friendly website/app interface,Product quality and accuracy,2.0,1.0,,3.0,3.0,2.0,2023-06-04 21:18:12-05:30,2023,6,4,21,6,0.0335096678248878,0.0334093128415865,0.0336837844923434,0.0335439398516379,0.0336815559622179,0.8321717390273262,0.8749670464993454,0.1250329535006545,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/04 9:22:58 PM GMT+5:30,22,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,3,Sometimes,2,2,Wide product selection,Shipping speed and reliability,2.0,1.0,3.0,2.0,4.0,3.0,2023-06-04 21:22:58-05:30,2023,6,4,21,6,0.0336897924753927,0.0336994281114785,0.0334472334310577,0.8313098510935565,0.0341592198280087,0.0336944750605058,0.0868156385412483,0.9131843614587516,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/04 9:29:59 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,3,Yes,3,5,Wide product selection,Reducing packaging waste,3.0,4.0,,5.0,2.0,3.0,2023-06-04 21:29:59-05:30,2023,6,4,21,6,0.033496056583758,0.0334202484492476,0.2975280167266317,0.0334592748863724,0.5685845343852097,0.0335118689687802,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/04 9:40:54 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Often,others,Often,No,Heavily,Yes,3,Sometimes,2,2,User-friendly website/app interface,Shipping speed and reliability,2.0,1.0,3.0,2.0,4.0,4.0,2023-06-04 21:40:54-05:30,2023,6,4,21,6,0.0334908528749749,0.0335255644215849,0.0335622107383982,0.0334563540656374,0.5099019767518277,0.3560630411475766,0.0868156385412483,0.9131843614587516,0.5,0.5,1,-1,1,1,1
2023/06/04 9:48:15 PM GMT+5:30,24,Female,Less than once a month,Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Yes,4,Yes,5,4,Competitive prices,Reducing packaging waste,5.0,4.0,,4.0,2.0,3.0,2023-06-04 21:48:15-05:30,2023,6,4,21,6,0.0335098184115965,0.033518466394607,0.0334327002868108,0.0337407829358918,0.0336814080804682,0.8321168238906256,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/04 10:13:28 PM GMT+5:30,25,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,5,Yes,Often,High shipping costs,Never,Yes,Heavily,Yes,2,Sometimes,3,4,Wide product selection,Product quality and accuracy,3.0,5.0,3.0,4.0,1.0,4.0,2023-06-04 22:13:28-05:30,2023,6,4,22,6,0.517041148946859,0.0280911005197168,0.0281408590179531,0.0279505939568023,0.370877822237333,0.0278984753213354,0.7353452585372685,0.2646547414627315,0.1250428283408851,0.8749571716591149,0,-1,0,1,0
2023/06/04 10:24:47 PM GMT+5:30,23,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,First page,5,Maybe,Often,Changed my mind or no longer need the item,Always,No,Heavily,Yes,4,No,3,4,Competitive prices,Customer service responsiveness,3.0,5.0,,4.0,5.0,4.0,2023-06-04 22:24:47-05:30,2023,6,4,22,6,0.0279726227258576,0.028057825243566,0.0278933846335678,0.8596317907074806,0.0284334397670819,0.0280109369224458,0.562945602628819,0.437054397371181,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/04 10:37:00 PM GMT+5:30,23,Female,Less than once a month,others,No,Rarely,others,First page,3,No,Never,others,Never,No,Occasionally,Sometimes,5,No,3,3,Wide product selection,Product quality and accuracy,3.0,3.0,,3.0,1.0,1.0,2023-06-04 22:37:00-05:30,2023,6,4,22,6,0.517938329719898,0.0280921808363139,0.027885949490285,0.0279509814410205,0.3702340864020433,0.0278984721104392,0.5,0.5,0.5,0.5,0,-1,0,1,0
2023/06/04 11:09:27 PM GMT+5:30,23,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,2,1,Wide product selection,Reducing packaging waste,2.0,1.0,,1.0,5.0,4.0,2023-06-04 23:09:27-05:30,2023,6,4,23,6,0.0280579203089589,0.0279942366017556,0.0279867071170484,0.0280799661321526,0.0280574305031778,0.8598237393369064,0.562945602628819,0.437054397371181,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/04 11:12:15 PM GMT+5:30,23,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,3,Yes,1,1,Competitive prices,Customer service responsiveness,1.0,1.0,,1.0,2.0,4.0,2023-06-04 23:12:15-05:30,2023,6,4,23,6,0.0278926486447568,0.0280118350988004,0.0280011292449351,0.0280987303866957,0.0280587961143467,0.859936860510465,0.562945602628819,0.437054397371181,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/04 11:24:41 PM GMT+5:30,24,Female,Less than once a month,others,Sometimes,Multiple times a day,Keyword,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,3,Sometimes,3,1,Wide product selection,Product quality and accuracy,3.0,1.0,3.0,1.0,2.0,2.0,2023-06-04 23:24:41-05:30,2023,6,4,23,6,0.0278800130436335,0.0280319341137613,0.0279769121320801,0.2372177870547469,0.6508846618062184,0.0280086918495597,0.5,0.5,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/04 11:27:53 PM GMT+5:30,24,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,First page,4,Yes,Always,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,2,Yes,2,1,Wide product selection,Shipping speed and reliability,2.0,4.0,,1.0,4.0,5.0,2023-06-04 23:27:53-05:30,2023,6,4,23,6,0.0278925359968179,0.0279372750755185,0.027859936958583,0.0279471839072309,0.0280656558348669,0.8602974122269825,0.3414092851526727,0.6585907148473272,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/04 11:38:30 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Rarely,No,Moderately,Yes,2,Sometimes,2,2,Wide product selection,Reducing packaging waste,2.0,1.0,3.0,2.0,2.0,4.0,2023-06-04 23:38:30-05:30,2023,6,4,23,6,0.0334718152189193,0.0336334522538827,0.0337664305170319,0.0334440611290582,0.8320692265706433,0.0336150143104644,0.4322740400109385,0.5677259599890614,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/04 11:57:10 PM GMT+5:30,29,Male,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,No,Moderately,Yes,2,Yes,2,2,Competitive prices,Customer service responsiveness,2.0,1.0,,2.0,4.0,4.0,2023-06-04 23:57:10-05:30,2023,6,4,23,6,0.2393180446549806,0.0281711030223052,0.027851355485965,0.0279950516840898,0.6486606523557099,0.0280037927969491,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/05 12:02:56 AM GMT+5:30,19,Female,Few times a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,5,Yes,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Yes,3,Yes,3,5,Competitive prices,Shipping speed and reliability,3.0,5.0,,5.0,2.0,5.0,2023-06-05 00:02:56-05:30,2023,6,5,0,0,0.0334070218118516,0.0333642452411868,0.0336873408480136,0.501546492864231,0.0334142119342039,0.3645806873005128,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/05 12:05:20 AM GMT+5:30,26,Female,Less than once a month,others,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Yes,1,Yes,2,2,Competitive prices,Product quality and accuracy,2.0,1.0,,2.0,3.0,3.0,2023-06-05 00:05:20-05:30,2023,6,5,0,0,0.0338395865730429,0.0334114089373527,0.3655358252977624,0.4999002768988011,0.0336608267579474,0.0336520755350933,0.5,0.5,0.1250428283408851,0.8749571716591149,1,-1,1,1,1
2023/06/05 12:36:02 AM GMT+5:30,32,Male,Less than once a month,others,No,Rarely,Keyword,First page,1,No,Always,Changed my mind or no longer need the item,Never,No,Moderately,Yes,1,No,4,1,Customer service,Nothing,4.0,1.0,,1.0,1.0,5.0,2023-06-05 00:36:02-05:30,2023,6,5,0,0,0.0335749516054099,0.0334340327214749,0.3509578737798982,0.0338967802137133,0.0338919529100004,0.5142444087695032,0.5,0.5,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/05 12:37:54 AM GMT+5:30,30,Female,Once a month,Home and Kitchen,No,Few times a month,Filter,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Yes,1,No,4,1,User-friendly website/app interface,Reducing packaging waste,4.0,2.0,,1.0,4.0,3.0,2023-06-05 00:37:54-05:30,2023,6,5,0,0,0.432380454777975,0.0336339241688453,0.4325002361748835,0.0338652339599968,0.034030908073561,0.0335892428447382,0.8326462361431456,0.1673537638568543,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/05 12:39:14 AM GMT+5:30,22,Female,Less than once a month,Beauty and Personal Care;others,No,Few times a month,others,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Often,No,Moderately,Sometimes,5,Yes,3,2,User-friendly website/app interface,Product quality and accuracy,3.0,1.0,,2.0,4.0,2.0,2023-06-05 00:39:14-05:30,2023,6,5,0,0,0.0336182859536591,0.0334582214938678,0.2507381436875635,0.0337610159853548,0.6147952213352186,0.0336291115443361,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/05 12:57:05 AM GMT+5:30,26,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,categories,Multiple pages,1,Yes,Sometimes,High shipping costs,Never,Yes,Moderately,No,2,Yes,2,2,User-friendly website/app interface,Shipping speed and reliability,2.0,1.0,,2.0,1.0,3.0,2023-06-05 00:57:05-05:30,2023,6,5,0,0,0.0337975192825519,0.0333760520754818,0.0336345280112359,0.832206424199295,0.0334505366751459,0.033534939756289,0.0868156385412483,0.9131843614587516,0.1250428283408851,0.8749571716591149,1,-1,0,1,1
2023/06/05 2:56:10 AM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness,1.0,1.0,,1.0,5.0,5.0,2023-06-05 02:56:10-05:30,2023,6,5,2,0,0.0417535625923423,0.0422368800037036,0.0417152916694186,0.7904379130572573,0.0421268479759126,0.0417295047013652,0.0868156385412483,0.9131843614587516,0.1250428283408851,0.8749571716591149,1,-1,1,1,1
2023/06/05 4:26:25 AM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,5,Yes,Sometimes,High shipping costs,Always,No,Heavily,Yes,4,Yes,4,4,Wide product selection,Product quality and accuracy,4.0,5.0,,4.0,5.0,3.0,2023-06-05 04:26:25-05:30,2023,6,5,4,0,0.0419009845646499,0.042528004623498,0.0417912627831771,0.0421412047506998,0.0419276760305061,0.7897108672474689,0.3414092851526727,0.6585907148473272,0.1250428283408851,0.8749571716591149,0,-1,0,1,0
